case_id,cik,company,stratum,role,verdict,reason,replacement_case_id
P150,921738,PENN NATIONAL GAMING INC  (PENN)  (CIK 0000921738),distressed,gap_prone,PASS,"positive-signal query matched: ""section 363"" OR ""stalking horse"" OR ""debtor-in-possession"" OR ""asset purchase agreement"" OR ""chapter 11 plan""",
P151,1310067,SEARS HOLDINGS CORP  (CIK 0001310067),distressed,gap_prone,PASS,"positive-signal query matched: ""section 363"" OR ""stalking horse"" OR ""debtor-in-possession"" OR ""asset purchase agreement"" OR ""chapter 11 plan""",
P152,885590,Bausch Health Companies Inc.  (BHC)  (CIK 0000885590),distressed,gap_prone,PASS,"positive-signal query matched: ""section 363"" OR ""stalking horse"" OR ""debtor-in-possession"" OR ""asset purchase agreement"" OR ""chapter 11 plan""",
P153,1309402,Green Plains Inc.  (GPRE)  (CIK 0001309402),distressed,gap_prone,PASS,"positive-signal query matched: ""section 363"" OR ""stalking horse"" OR ""debtor-in-possession"" OR ""asset purchase agreement"" OR ""chapter 11 plan""",
P154,1489137,"Molycorp, Inc.  (CIK 0001489137)",distressed,gap_prone,PASS,"positive-signal query matched: ""section 363"" OR ""stalking horse"" OR ""debtor-in-possession"" OR ""asset purchase agreement"" OR ""chapter 11 plan""",
P155,1123647,ATP OIL & GAS CORP  (CIK 0001123647),distressed,gap_prone,PASS,"positive-signal query matched: ""section 363"" OR ""stalking horse"" OR ""debtor-in-possession"" OR ""asset purchase agreement"" OR ""chapter 11 plan""",
P156,1023291,Energy Future Holdings Corp /TX/  (CIK 0001023291),distressed,gap_prone,PASS,positive-signal query matched: curated:Energy Future Holdings Chapter 11,
P157,1376812,Patriot Coal CORP  (CIK 0001376812),distressed,gap_prone,PASS,positive-signal query matched: curated:Patriot Coal Chapter 11,
P158,858339,CAESARS ENTERTAINMENT Corp  (CIK 0000858339),distressed,gap_prone,PASS,positive-signal query matched: curated:Caesars Entertainment Operating Chapter 11,
P159,1585854,SunEdison Semiconductor Ltd  (CIK 0001585854),distressed,gap_prone,PASS,positive-signal query matched: curated:SunEdison Chapter 11,
P160,1326428,"LINN ENERGY, LLC  (CIK 0001326428)",distressed,gap_prone,PASS,positive-signal query matched: curated:LINN Energy Chapter 11,
P161,1064728,PEABODY ENERGY CORP  (BTU)  (CIK 0001064728),distressed,gap_prone,PASS,positive-signal query matched: curated:Peabody Energy Chapter 11,
P162,878079,BON TON STORES INC  (CIK 0000878079),distressed,gap_prone,PASS,positive-signal query matched: curated:Bon-Ton Stores Chapter 11,
P163,31235,EASTMAN KODAK CO  (KODK)  (CIK 0000031235),distressed,gap_prone,PASS,positive-signal query matched: curated:Eastman Kodak Chapter 11,
P164,38079,SABINE OIL & GAS CORP  (CIK 0000038079),distressed,gap_prone,PASS,positive-signal query matched: curated:Sabine Oil Gas Chapter 11,
P165,1400891,"iHeartMedia, Inc.  (IHRT, IHETW, IHRTB)  (CIK 0001400891)",distressed,gap_prone,PASS,positive-signal query matched: curated:iHeartMedia Chapter 11,
P166,1394954,GT Advanced Technologies Inc.  (CIK 0001394954),distressed,gap_prone,PASS,positive-signal query matched: curated:GT Advanced Technologies Chapter 11,
P167,1058623,CUMULUS MEDIA INC  (CMLS)  (CIK 0001058623),distressed,gap_prone,PASS,positive-signal query matched: curated:Cumulus Media Chapter 11,
P168,1037676,ARCH COAL INC  (ARCH)  (CIK 0001037676),distressed,gap_prone,PASS,positive-signal query matched: curated:Arch Coal Chapter 11,
P169,6201,AMR CORP  (AAL)  (CIK 0000006201),distressed,gap_prone,PASS,positive-signal query matched: curated:AMR Corp Chapter 11,
P170,813781,EXIDE TECHNOLOGIES  (CIK 0000813781),distressed,gap_prone,PASS,positive-signal query matched: curated:Exide Technologies Chapter 11,
P171,1349436,SANDRIDGE ENERGY INC  (SD)  (CIK 0001349436),distressed,gap_prone,PASS,positive-signal query matched: curated:SandRidge Energy Chapter 11,
P172,1105055,"DYNEGY HOLDINGS, LLC  (CIK 0001105055)",distressed,gap_prone,PASS,positive-signal query matched: curated:Dynegy Chapter 11,
P173,1533924,"Midstates Petroleum Company, Inc.  (AMPY)  (CIK 0001533924)",distressed,gap_prone,PASS,positive-signal query matched: curated:Midstates Petroleum Chapter 11,
P174,1357371,Breitburn Energy Partners LP  (CIK 0001357371),distressed,gap_prone,PASS,positive-signal query matched: curated:Breitburn Energy Chapter 11,
P175,75208,OVERSEAS SHIPHOLDING GROUP INC  (CIK 0000075208),distressed,gap_prone,PASS,positive-signal query matched: curated:Overseas Shipholding Chapter 11,
P176,9892,BARD C R INC /NJ/  (CIK 0000009892),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P177,1564822,PINNACLE FOODS INC.  (CIK 0001564822),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P178,1477294,Sensata Technologies Holding N.V.  (ST)  (CIK 0001477294),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P179,1024657,WEST CORP  (CIK 0001024657),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P180,1577095,"ClubCorp Holdings, Inc.  (CIK 0001577095)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P181,1163348,"Allied World Assurance Co Holdings, AG  (CIK 0001163348)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P182,880285,ENBRIDGE ENERGY PARTNERS LP  (CIK 0000880285),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P183,1388195,PharMerica CORP  (CIK 0001388195),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P184,1344980,"Alliance Holdings GP, L.P.  (CIK 0001344980)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P185,1230276,"Pandora Media, Inc.  (CIK 0001230276)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P186,884905,PRAXAIR INC  (CIK 0000884905),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P187,916457,CALPINE CORP  (CIK 0000916457),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P188,1407739,"DUPONT FABROS TECHNOLOGY, INC.  (CIK 0001407739)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P189,933036,RENT A CENTER INC DE  (UPBD)  (CIK 0000933036),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P190,808362,BAKER HUGHES INC  (CIK 0000808362),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P191,886035,GENERAL CABLE CORP /DE/  (CIK 0000886035),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P192,1312073,"VERIFONE SYSTEMS, INC.  (CIK 0001312073)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P193,1434620,"ILG, Inc.  (CIK 0001434620)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P194,1137411,ROCKWELL COLLINS INC  (CIK 0001137411),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P195,3116,AKORN INC  (CIK 0000003116),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P196,314808,"Ensco plc  (VAL, VAL-WT)  (CIK 0000314808)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P197,1145460,ALERE INC.  (CIK 0001145460),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P198,1677761,"Parkway, Inc.  (CIK 0001677761)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P199,1617898,KLX Inc.  (CIK 0001617898),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P200,1575879,Caesars Acquisition Co  (CIK 0001575879),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P201,883902,NCI BUILDING SYSTEMS INC  (CIK 0000883902),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P202,1067837,ENTERCOM COMMUNICATIONS CORP  (AUDAQ)  (CIK 0001067837),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P203,33619,ESTERLINE TECHNOLOGIES CORP  (CIK 0000033619),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P204,866121,"ORBITAL ATK, INC.  (CIK 0000866121)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P205,1017793,SUN BANCORP INC /NJ/  (CIK 0001017793),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P206,8411,ATWOOD OCEANICS INC  (CIK 0000008411),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P207,57528,"SNYDER'S-LANCE, INC.  (CIK 0000057528)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P208,1643848,Patheon N.V.  (CIK 0001643848),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P209,1588238,Rice Energy Inc.  (CIK 0001588238),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P210,1656239,"Pinnacle Entertainment, Inc.  (CIK 0001656239)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P211,1681714,WildHorse Resource Development Corp  (CIK 0001681714),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P212,1530804,Tronox Ltd  (TROX)  (CIK 0001530804),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P213,1487730,"Spectrum Brands Holdings, Inc.  (CIK 0001487730)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P214,1620179,"Quinpario Acquisition Corp. 2  (XELA, XELAP)  (CIK 0001620179)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P215,1331875,"Fidelity National Financial, Inc.  (FNF)  (CIK 0001331875)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P216,1620702,"TERRAFORM GLOBAL, INC.  (CIK 0001620702)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P217,703361,INTEGRATED DEVICE TECHNOLOGY INC  (CIK 0000703361),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P218,50104,ANDEAVOR  (CIK 0000050104),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P219,1325281,KAPSTONE PAPER & PACKAGING CORP  (CIK 0001325281),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P220,54507,WESTAR ENERGY INC /KS  (CIK 0000054507),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P221,1698990,TPG Pace Energy Holdings Corp.  (MGY)  (CIK 0001698990),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P222,1396446,"CYS Investments, Inc.  (CIK 0001396446)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P223,929452,KNIGHT TRANSPORTATION INC  (CIK 0000929452),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P224,909281,ONEOK Partners LP  (CIK 0000909281),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P225,1170534,MITEL NETWORKS CORP  (CIK 0001170534),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P226,943452,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP  (WAB)  (CIK 0000943452),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P227,1418135,"Dr Pepper Snapple Group, Inc.  (KDP)  (CIK 0001418135)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P228,1358831,LEGACY RESERVES LP  (CIK 0001358831),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P229,1645494,ARRIS International plc  (CIK 0001645494),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P230,757011,USG CORP  (CIK 0000757011),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P231,95521,SUPERVALU INC  (CIK 0000095521),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P232,1496048,GGP Inc.  (CIK 0001496048),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P233,1010858,FAIRMOUNT SANTROL HOLDINGS INC.  (CIK 0001010858),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P234,701853,BANCORPSOUTH INC  (CIK 0000701853),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P235,1065087,ALBANY MOLECULAR RESEARCH INC  (CIK 0001065087),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P236,1414374,Paragon Commercial CORP  (CIK 0001414374),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P237,1569134,"Tallgrass Energy Partners, LP  (CIK 0001569134)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P238,1143155,"Xenith Bankshares, Inc.  (CIK 0001143155)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P239,1374535,Altra Industrial Motion Corp.  (CIK 0001374535),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P240,914374,SOUTHWEST BANCORP INC  (CIK 0000914374),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P241,1639947,"Care Capital Properties, Inc.  (CIK 0001639947)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P242,310568,MICROSEMI CORP  (CIK 0000310568),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P243,1062047,CONVERGYS CORP  (CIK 0001062047),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P244,1143068,GREAT PLAINS ENERGY INC  (CIK 0001143068),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P245,1545654,"Alexander & Baldwin, Inc.  (ALEX)  (CIK 0001545654)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P246,104918,AVISTA CORP  (AVA)  (CIK 0000104918),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P247,1594617,La Quinta Holdings Inc.  (CIK 0001594617),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P248,1443799,"Gener8 Maritime, Inc.  (CIK 0001443799)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P249,1254595,FIRST POTOMAC REALTY TRUST  (CIK 0001254595),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P250,1062449,BUFFALO WILD WINGS INC  (CIK 0001062449),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P251,1175609,"CAVIUM, INC.  (CIK 0001175609)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P252,1635581,8point3 Energy Partners LP  (CIK 0001635581),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P253,923603,FelCor Lodging Trust Inc  (CIK 0000923603),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P254,1507277,Park Sterling Corp  (CIK 0001507277),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P255,1325955,"Alon USA Energy, Inc.  (CIK 0001325955)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P256,1024725,TENNECO INC  (CIK 0001024725),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P257,764038,SOUTH STATE Corp  (SSB)  (CIK 0000764038),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P258,1003642,IMPAX LABORATORIES INC  (CIK 0001003642),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P259,1588216,"RSP Permian, Inc.  (CIK 0001588216)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P260,1308161,"TWENTY-FIRST CENTURY FOX, INC.  (CIK 0001308161)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P261,1430602,"Scripps Networks Interactive, Inc.  (CIK 0001430602)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P262,1467373,Accenture plc  (ACN)  (CIK 0001467373),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P263,1351541,"Delek US Holdings, Inc.  (CIK 0001351541)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P264,1384710,"Monogram Residential Trust, Inc.  (CIK 0001384710)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P265,1006424,"BEAR STATE FINANCIAL, INC.  (CIK 0001006424)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P266,1579471,Starwood Waypoint Homes  (CIK 0001579471),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P267,1564657,"NorthStar Real Estate Income II, Inc.  (CIK 0001564657)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P268,1537667,SELECT INCOME REIT  (CIK 0001537667),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P269,1476204,"PHILLIPS EDISON GROCERY CENTER REIT I, INC.  (PECO)  (CIK 0001476204)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P270,1411488,"BLACKHAWK NETWORK HOLDINGS, INC  (CIK 0001411488)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P271,1408100,"Kennedy-Wilson Holdings, Inc.  (KW)  (CIK 0001408100)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P272,1453818,"Hines Global REIT, Inc.  (CIK 0001453818)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P273,1297587,Gramercy Property Trust  (CIK 0001297587),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P274,1581405,"PHILLIPS EDISON GROCERY CENTER REIT II, INC.  (CIK 0001581405)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P275,1455650,"NorthStar Real Estate Income Trust, Inc.  (CIK 0001455650)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P276,1677203,"QUALITY CARE PROPERTIES, INC.  (CIK 0001677203)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P277,1390213,Corporate Property Associates 17 - Global INC  (CIK 0001390213),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P278,714603,DST SYSTEMS INC  (CIK 0000714603),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P279,1668428,CF Corp  (CIK 0001668428),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P280,1647509,"Forest City Realty Trust, Inc.  (CIK 0001647509)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P281,720002,MAINSOURCE FINANCIAL GROUP  (CIK 0000720002),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P282,1170991,DCT Industrial Trust Inc.  (CIK 0001170991),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P283,1373561,"NewStar Financial, Inc.  (CIK 0001373561)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P284,724606,PANERA BREAD CO  (CIK 0000724606),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P285,1047170,EASTERN VIRGINIA BANKSHARES INC  (CIK 0001047170),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P286,1053532,LaSalle Hotel Properties  (CIK 0001053532),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P287,1060009,"KINDRED HEALTHCARE, INC  (CIK 0001060009)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P288,1355096,"Liberty Interactive Corp  (QRTEA, QRTEB, QRTEP)  (CIK 0001355096)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P289,1434729,"HSN, Inc.  (CIK 0001434729)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P290,356028,"CA, INC.  (CIK 0000356028)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P291,1569391,"KCG Holdings, Inc.  (CIK 0001569391)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P292,87565,SCHULMAN A INC  (CIK 0000087565),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P293,1498415,"HCBF Holding Company, Inc.  (CIK 0001498415)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P294,1682745,"Gores Holdings II, Inc.  (VRRM)  (CIK 0001682745)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P295,1302343,"Education Realty Trust, Inc.  (CIK 0001302343)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P296,1735828,Legacy Reserves Inc.  (CIK 0001735828),control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P297,1601545,"Blue Hills Bancorp, Inc.  (CIK 0001601545)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P298,1476264,"WashingtonFirst Bankshares, Inc.  (CIK 0001476264)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P299,1599947,"TerraForm Power, Inc.  (CIK 0001599947)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P300,1518222,"Bankrate, Inc.  (CIK 0001518222)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
P301,920424,"INVESTMENT TECHNOLOGY GROUP, INC.  (CIK 0000920424)",control,control,PASS,whole-company acquisition; acquirer-reporting + outcome observability assessed at dossier-build (Amendment 4; no-record -> uncertain),
